,Confidence,QualityBrightness,QualitySharpness,deltat,dur,fa,fps,hits,n0,n1,proponeface,score,dprime,spind
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1420_child0_76dqRq_scientific.pickle,99.65742865668403,33.2642721293885,99.7200545511128,167,154.583333,0.08409506398537477,12.00000002587601,0.3250388802488336,547,643,0.2183288409703504,0.6,0.9243884592256464,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1427_child0_pYbVhV_scientific.pickle,99.0722500890075,56.15691939904412,99.6943330079637,167,153.75,0.4861111111111111,12.0,0.7243243243243244,288,370,0.6563685636856369,0.458298926507019,0.6305576962013932,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1441_child0_X13MpJ_scientific.pickle,99.99014250503508,42.45893009949788,99.90092435481229,167,154.333333,0.12903225806451613,12.000000025917926,0.41935483870967744,341,682,0.7791576673866091,0.37075537075537074,0.9274333767126721,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1503_child0_BBjHh9_scientific.pickle,99.81987408247484,43.381456259177696,99.94925108191644,167,158.25,0.35986159169550175,12.0,0.6073781291172595,289,759,0.7883096366508688,0.5103540414161657,0.6313207769944638,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1534_child0_qJQb00_scientific.pickle,99.34933615814556,38.305525096980006,98.83790266513824,167,164.833333,0.10449927431059507,12.000000024266935,0.3637795275590551,689,635,0.35591506572295245,0.4786931818181818,0.9079495708808129,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_1984_child1_mPx26b_scientific.pickle,99.39936348496785,33.96126982870467,99.93404552661276,200,157.9,0.6537450722733246,30.0,0.6767200754005656,1522,1061,0.7548005908419497,0.2653061224489796,0.0630952189217005,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2036_child0_qDwXj2_scientific.pickle,99.87254031273167,29.063803280781244,99.80830305921751,200,161.766667,0.33394664213431463,29.999999938182565,0.7454798331015299,1087,1438,0.8834191555097838,0.5029144322685941,1.0893738672966813,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2043_child0_dt0bLL_scientific.pickle,99.916583054154,26.40089315838284,99.555128620289,120,157.8,0.23728813559322035,8.333333333333332,0.46938775510204084,236,441,0.6155015197568389,0.42345679012345677,0.6382440617805141,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2062_child0_zL8Gyh_scientific.pickle,99.83080423180124,28.14361352552364,99.69480277236045,200,157.666667,0.16716240333135038,29.999999936575055,0.40062597809076683,1681,1278,0.5090870667793744,0.41427978414279787,0.7137121691553938,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2115_child0_q7lGx6_scientific.pickle,99.5570365977024,44.05304947784795,99.74323258020708,200,159.233333,0.3879239040529363,30.000000062800922,0.7472868217054264,1209,1290,0.7392759991630048,0.5386357203509765,0.9507103041337905,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2129_child0_rDzVRK_scientific.pickle,99.3814719741939,30.236803906006802,99.90600522784158,200,162.5,0.29619181946403383,30.0,0.6619318181818182,1418,1408,0.7976214886200533,0.5514138817480719,0.9531262067212236,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2131_child0_mM6LVk_scientific.pickle,99.85939804260894,55.59554207890027,99.59261952819746,200,153.7,0.39425587467362927,30.000000000000004,0.6302342086586231,766,1409,0.8460871450249295,0.3438380732769664,0.600717404239666,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2133_child0_p3mQ5h_scientific.pickle,99.85881984474793,46.083450440511804,99.93016374913097,200,161.4,0.31222222222222223,30.0,0.5370588235294118,900,1700,0.6843517753922378,0.40120663650075417,0.5825878866870421,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2159_child1_43xz3V_scientific.pickle,99.90163157686987,45.200057317014725,99.78426686913001,200,159.9,0.36341756919374246,30.0,0.7176919408679066,831,2097,0.8528860179204001,0.5282189103347178,0.9253371937313363,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2166_child0_T5ytKk_scientific.pickle,99.93748200124263,45.60789236190007,99.9099990179721,200,161.033333,0.6386292834890965,30.000000062098945,0.7468531468531469,963,1430,0.8688185392096006,0.3522267206477733,0.3098224686232029,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2236_child0_z4LrlT_scientific.pickle,99.99915201523724,33.361003389545516,99.93934171340045,133,152.8,0.3279569892473118,7.499999999999999,0.5433673469387755,186,392,0.7114210985178727,0.45588235294117646,0.5544823693050674,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2249_child0_kLhvTv_scientific.pickle,99.96516273788656,51.676137269462124,99.95594087779094,200,150.033333,0.411663807890223,30.000000066651854,0.8231144872490505,583,1843,0.864696734059098,0.5313463514902363,1.1505666747202705,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2261_child0_6y7rl4_scientific.pickle,99.47861273864417,33.15542325293539,99.94187937988501,200,158.9,0.15489989462592202,30.0,0.5838580423583286,949,1747,0.6999370937303417,0.5263630916716596,1.2274155056702045,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2271_child0_Wym55d_scientific.pickle,99.85740852904361,45.28874304158856,98.44811372499208,200,156.166667,0.3138500635324015,29.99999993596585,0.6535362578334826,787,2234,0.7420524855984638,0.6152961472110409,0.8798518487684985,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2272_child0_47J4q3_scientific.pickle,99.9743751273771,49.86189726764043,99.69776297319625,200,153.666667,0.5577100646352724,29.99999993492408,0.7799274486094316,1083,1654,0.9251951431049437,0.5036325287086947,0.6267822862014261,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2345_child0_vB68hD_scientific.pickle,99.97198750812223,51.60645018092703,99.8805525141991,200,462.833333,0.4975124378109453,30.000000021606052,0.6914225941422594,201,3824,0.9272701087347879,0.27607361963190186,0.5061221994478665,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2345_child1_kLKKgR_scientific.pickle,99.92667399336314,34.840863214601775,99.94793017774026,200,168.4,0.5077343039126478,30.0,0.7951030927835051,1099,1552,0.869212504946577,0.44730252674709764,0.8048682873952976,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2411_child1_w6b2RR_scientific.pickle,99.688752544525,36.918431256399245,99.86017208012272,200,167.033533,0.23357664233576642,14.98501501491919,0.667433831990794,274,869,0.7871405750798722,0.4824961948249619,1.1599568110445142,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2412_child1_wkh2bH_scientific.pickle,99.91476290241803,51.91351516641133,99.81559876043282,200,155.433333,0.6434689507494646,30.000000064336263,0.74,934,2000,0.8722400857449089,0.42516588842467434,0.27559868285787054,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2492_child0_6yvlx4_scientific.pickle,99.85498470415118,34.59486208352015,98.37543276724172,133,164.0,0.4218009478672986,7.5,0.6621315192743764,422,441,0.6555645816409423,0.4423791821561338,0.6155758036447546,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2502_child0_93ZYwT_scientific.pickle,99.54713439488354,24.859465875421737,99.58201910367771,202,151.41573,0.18775510204081633,14.833333366355001,0.5771704180064309,490,622,0.7494437027147307,0.42933491686460806,1.0808591368191656,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2565_child0_D9X6zp_scientific.pickle,99.84355467126724,52.653215478328946,99.77376355719059,200,155.233333,0.24981301421091998,30.000000064419158,0.5891089108910891,1337,1212,0.807040137368534,0.40638297872340423,0.9003316491462645,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2600_child0_rv6Wyl_scientific.pickle,99.98242823939863,43.42103159623618,99.92442846589381,200,153.966667,0.6626617375231053,29.999999935050877,0.860347728547392,1082,1783,0.921445574550963,0.5751526538280883,0.6621444864966024,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2658_child0_VnB77X_scientific.pickle,99.92977690321935,39.1913889201117,99.72823980439819,133,165.2,0.24535315985130113,7.500000000000001,0.4881422924901186,269,506,0.6669354838709678,0.45949214026602175,0.6594586080737082,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2663_child0_YXdDYN_scientific.pickle,99.25254805005348,27.84216150005212,99.641151338772,200,159.8,0.17162471395881007,29.999999999999996,0.38682550805886473,874,1427,0.426814011676397,0.3575964826575476,0.6601618407876917,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2691_child0_k11Y11_scientific.pickle,99.87361592782408,28.129579277000694,99.87988528239336,200,146.466667,0.3123359580052493,29.99999993172508,0.8450236966824645,381,2110,0.916287534121929,0.5685203574975174,1.5045613111775529,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2702_child0_LX3RWM_scientific.pickle,99.90149724312376,19.592262334230412,99.86163129122063,200,163.366667,0.2869047619047619,29.999999938788,0.8042578356002366,840,1691,0.8525392616765246,0.5813397129186603,1.419378538021522,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2725_child0_zxywKx_scientific.pickle,98.97637757479603,58.19673587964929,99.21537383268577,200,170.933333,0.495092693565976,30.00000005850234,0.657556270096463,1834,1866,0.7935672514619883,0.4551707197248833,0.41810395957930974,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2727_child0_KLZKq6_scientific.pickle,99.86266817365374,37.56398208201433,99.74798954768676,133,165.466667,0.26356589147286824,7.499999984891216,0.5753138075313807,258,478,0.5748792270531401,0.4943977591036415,0.8223097134156703,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2735_child0_h4qkzR_scientific.pickle,99.92271457440236,31.566675503290877,99.55368476658526,176,167.470588,0.20040485829959515,17.00000002388479,0.5474209650582362,494,601,0.589185393258427,0.31883194278903454,0.9593240350908241,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2742_child0_JjHkNB_scientific.pickle,99.90508995982138,48.85040581697285,97.80916010090874,200,163.266667,0.4625445897740785,29.99999993875051,0.7703180212014135,841,1698,0.8575510204081632,0.4435982865302237,0.8339197381821186,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2750_child0_9RGLRr_scientific.pickle,99.65983485526779,34.34428678888853,94.98400219768082,133,154.933333,0.09872611464968153,7.500000016135973,0.14985590778097982,314,347,0.2527944969905417,0.2891156462585034,0.25179268963725043,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2807_child0_k4Yx0P_scientific.pickle,98.74064886094311,32.02123012683229,99.59021140110866,200,161.8,0.26906222611744085,29.999999999999996,0.6520219670494258,1141,2003,0.6709225700164745,0.5451197053406999,1.006436785375412,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2808_child0_tyjx9k_scientific.pickle,99.98340704602994,32.87730509067866,99.35897047770945,200,152.733333,0.548932384341637,30.000000065473596,0.8378006872852234,1124,1455,0.9315008726003491,0.44379391100702575,0.8624946002747549,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2810_child0_4PbVHn_scientific.pickle,99.97559560186917,41.066915843912575,99.6932116861876,200,160.733333,0.35370611183355005,30.000000062214852,0.8980609418282548,769,1805,0.898424543946932,0.5078449469312414,1.6459137811729974,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2830_child1_gXt3d0_scientific.pickle,99.91989478142469,55.805187721849336,99.91577401846266,160,159.84,0.42073170731707316,12.5,0.5802469135802469,492,648,0.7033516758379189,0.422475106685633,0.40254713302811873,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_283_child0_5O3_scientific.pickle,98.52961669267208,37.035074448034706,99.88815497722562,167,156.083333,0.1095890410958904,12.000000025627335,0.40848806366047746,438,754,0.32354511478910836,0.698019801980198,0.997280629320944,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_2851_child0_2G7kjQ_scientific.pickle,99.43504537180735,35.09494552787895,99.316582805954,200,160.6,0.14414414414414414,15.0,0.3455571227080395,555,709,0.36058091286307054,0.35558112773302647,0.6645407322082779,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_3059_child0_GYyDVl_scientific.pickle,99.84007643536152,50.404752576208836,99.86386928055624,200,166.966667,0.5736095965103599,29.999999940107806,0.6560794044665013,917,2015,0.8858511275194572,0.42396936246902456,0.21621495797201462,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_381_child0_jFv_scientific.pickle,98.07972273928925,49.12083198973038,99.93681220189696,167,159.25,0.2974910394265233,12.0,0.5084175084175084,558,594,0.6096284667713239,0.4128755364806867,0.5527314244366973,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_629_child0_14r_scientific.pickle,99.98745268354315,50.044658838523006,99.74633543483037,167,157.5,0.6633663366336634,12.0,0.8472834067547724,303,681,0.908994708994709,0.46041909196740394,0.6031836080783592,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_760_child0_tOq_scientific.pickle,99.61226521936854,41.63645131651214,53.50044701512258,167,155.083333,0.0015479876160990713,12.000000025792584,0.013559322033898305,323,590,0.3444384739387426,0.2792511700468019,0.7482386185013232,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_789_child0_6p719x_scientific.pickle,99.19339863538346,47.83832022443933,97.60236032210773,200,156.866667,0.1407528641571195,14.999999968125795,0.3312577833125778,611,803,0.25615972812234494,0.5555555555555556,0.6405003099973647,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_828_child0_3Qu_scientific.pickle,99.99653091993719,33.54562099334792,99.35247076393493,167,158.75,0.45323741007194246,12.0,0.755192878338279,417,674,0.8530954879328436,0.4698646986469865,0.8084086518685095,1
coding/osf/tqgkc/osfstorage/novelverbs_coded/novelverbs_96_child0_session1_scientific.pickle,99.25996727811962,27.839082029529084,97.97408969659256,167,156.916667,0.1506276150627615,11.999999974508764,0.3275167785234899,239,745,0.42379182156133827,0.4548872180451128,0.5869648484184462,1
